id,name,description,type_tax_use,amount_type,amount,account_id:id,refund_account_id:id,chart_template_id:id,sequence,children_tax_ids:id,tag_ids:id
lu_2015_tax_IB-EC-17-p,Investment Goods 17% - Extra-Community (+),IB-EC-17-p,none,percent,17,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1365,,tag_lu_360
lu_2015_tax_IB-EC-17,Investment Goods 17% - Extra-Community,IB-EC-17,purchase,group,100,,,lu_2011_chart_1,363,"lu_2015_tax_IB-EC-17-n,lu_2015_tax_IB-EC-17-p",tag_lu_79
lu_2011_tax_IB-EC-3-n,Investment Goods 3% - Extra-Community (-),IB-EC-3-n,none,percent,-3,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1367,,tag_lu_545
lu_2011_tax_IB-EC-3-p,Investment Goods 3% - Extra-Community (+),IB-EC-3-p,none,percent,3,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1368,,tag_lu_336
lu_2011_tax_IB-EC-3,Investment Goods 3% - Extra-Community,IB-EC-3,purchase,group,100,,,lu_2011_chart_1,366,"lu_2011_tax_IB-EC-3-n,lu_2011_tax_IB-EC-3-p",tag_lu_47
lu_2011_tax_IB-EC-6-n,Investment Goods 6% - Extra-Community (-),IB-EC-6-n,none,percent,-6,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1370,,tag_lu_546
lu_2011_tax_IB-EC-6-p,Investment Goods 6% - Extra-Community (+),IB-EC-6-p,none,percent,6,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1371,,tag_lu_332
lu_2011_tax_IB-EC-6,Investment Goods 6% - Extra-Community,IB-EC-6,purchase,group,100,,,lu_2011_chart_1,369,"lu_2011_tax_IB-EC-6-n,lu_2011_tax_IB-EC-6-p",tag_lu_43
lu_2015_tax_IB-EC-8-n,Investment Goods 8% - Extra-Community (-),IB-EC-8-n,none,percent,-8,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1373,,tag_lu_547
lu_2015_tax_IB-EC-8-p,Investment Goods 8% - Extra-Community (+),IB-EC-8-p,none,percent,8,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1374,,tag_lu_368
lu_2015_tax_IB-EC-8,Investment Goods 8% - Extra-Community,IB-EC-8,purchase,group,100,,,lu_2011_chart_1,372,"lu_2015_tax_IB-EC-8-n,lu_2015_tax_IB-EC-8-p",tag_lu_87
lu_2015_tax_IB-ECP-0,Investment Goods Exempted - Extra-Community fin privées,IB-ECP-0,purchase,percent,0,,,lu_2011_chart_1,375,,tag_lu_75
lu_2015_tax_IB-ECP-12-n,Investment Goods 12% - Extra-Community fin privées (-),IB-ECP-12-n,none,percent,-12,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1377,,tag_lu_548
lu_2015_tax_IB-ECP-12-p,Investment Goods 12% - Extra-Community fin privées (+),IB-ECP-12-p,none,percent,12,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1378,,tag_lu_356
lu_2015_tax_IB-ECP-12,Investment Goods 12% - Extra-Community fin privées,IB-ECP-12,purchase,group,100,,,lu_2011_chart_1,376,"lu_2015_tax_IB-ECP-12-n,lu_2015_tax_IB-ECP-12-p",tag_lu_67
lu_2015_tax_IB-ECP-14-n,Investment Goods 14% - Extra-Community fin privées (-),IB-ECP-14-n,none,percent,-14,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1380,,tag_lu_549
lu_2015_tax_IB-ECP-14-p,Investment Goods 14% - Extra-Community fin privées (+),IB-ECP-14-p,none,percent,14,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1381,,tag_lu_376
lu_2015_tax_IB-ECP-14,Investment Goods 14% - Extra-Community fin privées,IB-ECP-14,purchase,group,100,,,lu_2011_chart_1,379,"lu_2015_tax_IB-ECP-14-n,lu_2015_tax_IB-ECP-14-p",tag_lu_95
lu_2015_tax_IB-ECP-15-n,Investment Goods 15% - Extra-Community fin privées (-),IB-ECP-15-n,none,percent,-15,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1383,,tag_lu_550
lu_2015_tax_IB-ECP-15-p,Investment Goods 15% - Extra-Community fin privées (+),IB-ECP-15-p,none,percent,15,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1384,,tag_lu_344
lu_2015_tax_IB-ECP-15,Investment Goods 15% - Extra-Community fin privées,IB-ECP-15,purchase,group,100,,,lu_2011_chart_1,382,"lu_2015_tax_IB-ECP-15-n,lu_2015_tax_IB-ECP-15-p",tag_lu_55
lu_2015_tax_IB-ECP-17-n,Investment Goods 17% - Extra-Community fin privées (-),IB-ECP-17-n,none,percent,-17,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1386,,tag_lu_551
lu_2015_tax_IB-ECP-17-p,Investment Goods 17% - Extra-Community fin privées (+),IB-ECP-17-p,none,percent,17,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1387,,tag_lu_372
lu_2015_tax_IB-ECP-17,Investment Goods 17% - Extra-Community fin privées,IB-ECP-17,purchase,group,100,,,lu_2011_chart_1,385,"lu_2015_tax_IB-ECP-17-n,lu_2015_tax_IB-ECP-17-p",tag_lu_91
lu_2015_tax_IB-ECP-3-n,Investment Goods 3% - Extra-Community fin privées (-),IB-ECP-3-n,none,percent,-3,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1389,,tag_lu_552
lu_2015_tax_IB-ECP-3-p,Investment Goods 3% - Extra-Community fin privées (+),IB-ECP-3-p,none,percent,3,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1390,,tag_lu_352
lu_2015_tax_IB-ECP-3,Investment Goods 3% - Extra-Community fin privées,IB-ECP-3,purchase,group,100,,,lu_2011_chart_1,388,"lu_2015_tax_IB-ECP-3-n,lu_2015_tax_IB-ECP-3-p",tag_lu_63
lu_2015_tax_IB-ECP-6-n,Investment Goods 6% - Extra-Community fin privées (-),IB-ECP-6-n,none,percent,-6,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1392,,tag_lu_553
lu_2015_tax_IB-ECP-6-p,Investment Goods 6% - Extra-Community fin privées (+),IB-ECP-6-p,none,percent,6,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1393,,tag_lu_348
lu_2015_tax_IB-ECP-6,Investment Goods 6% - Extra-Community fin privées,IB-ECP-6,purchase,group,100,,,lu_2011_chart_1,391,"lu_2015_tax_IB-ECP-6-n,lu_2015_tax_IB-ECP-6-p",tag_lu_59
lu_2015_tax_IB-ECP-8-n,Investment Goods 8% - Extra-Community fin privées (-),IB-ECP-8-n,none,percent,-8,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1395,,tag_lu_554
lu_2015_tax_IB-ECP-8-p,Investment Goods 8% - Extra-Community fin privées (+),IB-ECP-8-p,none,percent,8,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1396,,tag_lu_380
lu_2015_tax_IB-ECP-8,Investment Goods 8% - Extra-Community fin privées,IB-ECP-8,purchase,group,100,,,lu_2011_chart_1,394,"lu_2015_tax_IB-ECP-8-n,lu_2015_tax_IB-ECP-8-p",tag_lu_99
lu_2011_tax_IB-IC-0,Investment Goods Exempted - Intra-Community,IB-IC-0,purchase,percent,0,,,lu_2011_chart_1,397,,tag_lu_22
lu_2011_tax_IB-IC-12-n,Investment Goods 12% - Intra-Community (-),IB-IC-12-n,none,percent,-12,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1399,,tag_lu_505
lu_2011_tax_IB-IC-12-p,Investment Goods 12% - Intra-Community (+),IB-IC-12-p,none,percent,12,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1400,,tag_lu_311
lu_2011_tax_IB-IC-12,Investment Goods 12% - Intra-Community,IB-IC-12,purchase,group,100,,,lu_2011_chart_1,398,"lu_2011_tax_IB-IC-12-n,lu_2011_tax_IB-IC-12-p",tag_lu_18
lu_2015_tax_IB-IC-14-n,Investment Goods 14% - Intra-Community (-),IB-IC-14-n,none,percent,-14,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1402,,tag_lu_506
lu_2015_tax_IB-IC-14-p,Investment Goods 14% - Intra-Community (+),IB-IC-14-p,none,percent,14,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1403,,tag_lu_319
lu_2015_tax_IB-IC-14,Investment Goods 14% - Intra-Community,IB-IC-14,purchase,group,100,,,lu_2011_chart_1,401,"lu_2015_tax_IB-IC-14-n,lu_2015_tax_IB-IC-14-p",tag_lu_30
lu_2011_tax_IB-IC-15-n,Investment Goods 15% - Intra-Community (-),IB-IC-15-n,none,percent,-15,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1405,,tag_lu_507
lu_2011_tax_IB-IC-15-p,Investment Goods 15% - Intra-Community (+),IB-IC-15-p,none,percent,15,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1406,,tag_lu_299
lu_2011_tax_IB-IC-15,Investment Goods 15% - Intra-Community,IB-IC-15,purchase,group,100,,,lu_2011_chart_1,404,"lu_2011_tax_IB-IC-15-n,lu_2011_tax_IB-IC-15-p",tag_lu_06
lu_2015_tax_IB-IC-17-n,Investment Goods 17% - Intra-Community (-),IB-IC-17-n,none,percent,-17,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1408,,tag_lu_508
lu_2015_tax_IB-IC-17-p,Investment Goods 17% - Intra-Community (+),IB-IC-17-p,none,percent,17,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1409,,tag_lu_315
lu_2015_tax_IB-IC-17,Investment Goods 17% - Intra-Community,IB-IC-17,purchase,group,100,,,lu_2011_chart_1,407,"lu_2015_tax_IB-IC-17-n,lu_2015_tax_IB-IC-17-p",tag_lu_26
lu_2011_tax_IB-IC-3-n,Investment Goods 3% - Intra-Community (-),IB-IC-3-n,none,percent,-3,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1411,,tag_lu_509
lu_2011_tax_IB-IC-3-p,Investment Goods 3% - Intra-Community (+),IB-IC-3-p,none,percent,3,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1412,,tag_lu_307
lu_2011_tax_IB-IC-3,Investment Goods 3% - Intra-Community,IB-IC-3,purchase,group,100,,,lu_2011_chart_1,410,"lu_2011_tax_IB-IC-3-n,lu_2011_tax_IB-IC-3-p",tag_lu_14
lu_2011_tax_IB-IC-6-n,Investment Goods 6% - Intra-Community (-),IB-IC-6-n,none,percent,-6,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1414,,tag_lu_510
lu_2011_tax_IB-IC-6-p,Investment Goods 6% - Intra-Community (+),IB-IC-6-p,none,percent,6,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1415,,tag_lu_303
lu_2011_tax_IB-IC-6,Investment Goods 6% - Intra-Community,IB-IC-6,purchase,group,100,,,lu_2011_chart_1,413,"lu_2011_tax_IB-IC-6-n,lu_2011_tax_IB-IC-6-p",tag_lu_10
lu_2015_tax_IB-IC-8-n,Investment Goods 8% - Intra-Community (-),IB-IC-8-n,none,percent,-8,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1417,,tag_lu_511
lu_2015_tax_IB-IC-8-p,Investment Goods 8% - Intra-Community (+),IB-IC-8-p,none,percent,8,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1418,,tag_lu_323
lu_2015_tax_IB-IC-8,Investment Goods 8% - Intra-Community,IB-IC-8,purchase,group,100,,,lu_2011_chart_1,416,"lu_2015_tax_IB-IC-8-n,lu_2015_tax_IB-IC-8-p",tag_lu_34
lu_2011_tax_IB-PA-0,Investment Goods 0% - Country,IB-PA-0,purchase,percent,0,,,lu_2011_chart_1,419,,tag_lu_252
lu_2011_tax_IB-PA-12,Investment Goods 12% - Country,IB-PA-12,purchase,percent,12,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,420,,"tag_lu_476,tag_lu_253"
lu_2015_tax_IB-PA-14,Investment Goods 14% - Country,IB-PA-14,purchase,percent,14,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,421,,"tag_lu_477,tag_lu_254"
lu_2011_tax_IB-PA-15,Investment Goods 15% - Country,IB-PA-15,purchase,percent,15,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,422,,"tag_lu_255,tag_lu_478"
lu_2015_tax_IB-PA-17,Investment Goods 17% - Country,IB-PA-17,purchase,percent,17,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,423,,"tag_lu_479,tag_lu_256"
lu_2011_tax_IB-PA-3,Investment Goods 3% - Country,IB-PA-3,purchase,percent,3,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,424,,"tag_lu_480,tag_lu_257"
lu_2011_tax_IB-PA-6,Investment Goods 6% - Country,IB-PA-6,purchase,percent,6,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,425,,"tag_lu_481,tag_lu_258"
lu_2015_tax_IB-PA-8,Investment Goods 8% - Country,IB-PA-8,purchase,percent,8,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,426,,"tag_lu_482,tag_lu_259"
lu_2011_tax_IP-EC-0,Investment Services Exempted - Extra-Community,IP-EC-0,purchase,percent,0,,,lu_2011_chart_1,427,,tag_lu_155
lu_2011_tax_IP-EC-12-n,Investment Services 12% - Extra-Community (-),IP-EC-12-n,none,percent,-12,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1429,,tag_lu_584
lu_2011_tax_IP-EC-12-p,Investment Services 12% - Extra-Community (+),IP-EC-12-p,none,percent,12,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1430,,tag_lu_427
lu_2011_tax_IP-EC-12,Investment Services 12% - Extra-Community,IP-EC-12,purchase,group,100,,,lu_2011_chart_1,428,"lu_2011_tax_IP-EC-12-n,lu_2011_tax_IP-EC-12-p",tag_lu_151
lu_2015_tax_IP-EC-14-n,Investment Services 14% - Extra-Community (-),IP-EC-14-n,none,percent,-14,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1432,,tag_lu_585
lu_2015_tax_IP-EC-14-p,Investment Services 14% - Extra-Community (+),IP-EC-14-p,none,percent,14,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1433,,tag_lu_435
lu_2015_tax_IP-EC-14,Investment Services 14% - Extra-Community,IP-EC-14,purchase,group,100,,,lu_2011_chart_1,431,"lu_2015_tax_IP-EC-14-n,lu_2015_tax_IP-EC-14-p",tag_lu_163
lu_2011_tax_IP-EC-15-n,Investment Services 15% - Extra-Community (-),IP-EC-15-n,none,percent,-15,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1435,,tag_lu_586
lu_2011_tax_IP-EC-15-p,Investment Services 15% - Extra-Community (+),IP-EC-15-p,none,percent,15,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1436,,tag_lu_415
lu_2011_tax_IP-EC-15,Investment Services 15% - Extra-Community,IP-EC-15,purchase,group,100,,,lu_2011_chart_1,434,"lu_2011_tax_IP-EC-15-n,lu_2011_tax_IP-EC-15-p",tag_lu_139
lu_2015_tax_IP-EC-17-n,Investment Services 17% - Extra-Community (-),IP-EC-17-n,none,percent,-17,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1438,,tag_lu_587
lu_2015_tax_IP-EC-17-p,Investment Services 17% - Extra-Community (+),IP-EC-17-p,none,percent,17,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1439,,tag_lu_431
lu_2015_tax_IP-EC-17,Investment Services 17% - Extra-Community,IP-EC-17,purchase,group,100,,,lu_2011_chart_1,437,"lu_2015_tax_IP-EC-17-n,lu_2015_tax_IP-EC-17-p",tag_lu_159
lu_2011_tax_IP-EC-3-n,Investment Services 3% - Extra-Community (-),IP-EC-3-n,none,percent,-3,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1441,,tag_lu_588
lu_2011_tax_IP-EC-3-p,Investment Services 3% - Extra-Community (+),IP-EC-3-p,none,percent,3,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1442,,tag_lu_423
lu_2011_tax_IP-EC-3,Investment Services 3% - Extra-Community,IP-EC-3,purchase,group,100,,,lu_2011_chart_1,440,"lu_2011_tax_IP-EC-3-n,lu_2011_tax_IP-EC-3-p",tag_lu_147
lu_2011_tax_IP-EC-6-n,Investment Services 6% - Extra-Community (-),IP-EC-6-n,none,percent,-6,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1444,,tag_lu_589
lu_2011_tax_IP-EC-6-p,Investment Services 6% - Extra-Community (+),IP-EC-6-p,none,percent,6,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1445,,tag_lu_419
lu_2011_tax_IP-EC-6,Investment Services 6% - Extra-Community,IP-EC-6,purchase,group,100,,,lu_2011_chart_1,443,"lu_2011_tax_IP-EC-6-n,lu_2011_tax_IP-EC-6-p",tag_lu_143
lu_2015_tax_IP-EC-8-n,Investment Services 8% - Extra-Community (-),IP-EC-8-n,none,percent,-8,lu_2011_account_4614113,lu_2011_account_4614113,lu_2011_chart_1,1447,,tag_lu_590
lu_2015_tax_IP-EC-8-p,Investment Services 8% - Extra-Community (+),IP-EC-8-p,none,percent,8,lu_2011_account_4216113,lu_2011_account_4216113,lu_2011_chart_1,1448,,tag_lu_439
lu_2015_tax_IP-EC-8,Investment Services 8% - Extra-Community,IP-EC-8,purchase,group,100,,,lu_2011_chart_1,446,"lu_2015_tax_IP-EC-8-n,lu_2015_tax_IP-EC-8-p",tag_lu_167
lu_2011_tax_IP-IC-0,Investment Services Exempted - Intra-Community,IP-IC-0,purchase,percent,0,,,lu_2011_chart_1,449,,tag_lu_122
lu_2011_tax_IP-IC-12-n,Investment Services 12% - Intra-Community (-),IP-IC-12-n,none,percent,-12,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1451,,tag_lu_591
lu_2011_tax_IP-IC-12-p,Investment Services 12% - Intra-Community (+),IP-IC-12-p,none,percent,12,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1452,,tag_lu_398
lu_2011_tax_IP-IC-12,Investment Services 12% - Intra-Community,IP-IC-12,purchase,group,100,,,lu_2011_chart_1,450,"lu_2011_tax_IP-IC-12-n,lu_2011_tax_IP-IC-12-p",tag_lu_118
lu_2015_tax_IP-IC-14-n,Investment Services 14% - Intra-Community (-),IP-IC-14-n,none,percent,-14,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1454,,tag_lu_592
lu_2015_tax_IP-IC-14-p,Investment Services 14% - Intra-Community (+),IP-IC-14-p,none,percent,14,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1455,,tag_lu_406
lu_2015_tax_IP-IC-14,Investment Services 14% - Intra-Community,IP-IC-14,purchase,group,100,,,lu_2011_chart_1,453,"lu_2015_tax_IP-IC-14-n,lu_2015_tax_IP-IC-14-p",tag_lu_130
lu_2011_tax_IP-IC-15-n,Investment Services 15% - Intra-Community (-),IP-IC-15-n,none,percent,-15,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1457,,tag_lu_593
lu_2011_tax_IP-IC-15-p,Investment Services 15% - Intra-Community (+),IP-IC-15-p,none,percent,15,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1458,,tag_lu_386
lu_2011_tax_IP-IC-15,Investment Services 15% - Intra-Community,IP-IC-15,purchase,group,100,,,lu_2011_chart_1,456,"lu_2011_tax_IP-IC-15-n,lu_2011_tax_IP-IC-15-p",tag_lu_106
lu_2015_tax_IP-IC-17-n,Investment Services 17% - Intra-Community (-),IP-IC-17-n,none,percent,-17,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1460,,tag_lu_594
lu_2015_tax_IP-IC-17-p,Investment Services 17% - Intra-Community (+),IP-IC-17-p,none,percent,17,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1461,,tag_lu_402
lu_2015_tax_IP-IC-17,Investment Services 17% - Intra-Community,IP-IC-17,purchase,group,100,,,lu_2011_chart_1,459,"lu_2015_tax_IP-IC-17-n,lu_2015_tax_IP-IC-17-p",tag_lu_126
lu_2011_tax_IP-IC-3-n,Investment Services 3% - Intra-Community (-),IP-IC-3-n,none,percent,-3,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1463,,tag_lu_595
lu_2011_tax_IP-IC-3-p,Investment Services 3% - Intra-Community (+),IP-IC-3-p,none,percent,3,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1464,,tag_lu_394
lu_2011_tax_IP-IC-3,Investment Services 3% - Intra-Community,IP-IC-3,purchase,group,100,,,lu_2011_chart_1,462,"lu_2011_tax_IP-IC-3-n,lu_2011_tax_IP-IC-3-p",tag_lu_114
lu_2011_tax_IP-IC-6-n,Investment Services 6% - Intra-Community (-),IP-IC-6-n,none,percent,-6,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1466,,tag_lu_596
lu_2011_tax_IP-IC-6-p,Investment Services 6% - Intra-Community (+),IP-IC-6-p,none,percent,6,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1467,,tag_lu_390
lu_2011_tax_IP-IC-6,Investment Services 6% - Intra-Community,IP-IC-6,purchase,group,100,,,lu_2011_chart_1,465,"lu_2011_tax_IP-IC-6-n,lu_2011_tax_IP-IC-6-p",tag_lu_110
lu_2015_tax_IP-IC-8-n,Investment Services 8% - Intra-Community (-),IP-IC-8-n,none,percent,-8,lu_2011_account_4614112,lu_2011_account_4614112,lu_2011_chart_1,1469,,tag_lu_597
lu_2015_tax_IP-IC-8-p,Investment Services 8% - Intra-Community (+),IP-IC-8-p,none,percent,8,lu_2011_account_4216112,lu_2011_account_4216112,lu_2011_chart_1,1470,,tag_lu_410
lu_2015_tax_IP-IC-8,Investment Services 8% - Intra-Community,IP-IC-8,purchase,group,100,,,lu_2011_chart_1,468,"lu_2015_tax_IP-IC-8-n,lu_2015_tax_IP-IC-8-p",tag_lu_134
lu_2011_tax_IP-PA-0,Investment Services 0% - Country,IP-PA-0,purchase,percent,0,,,lu_2011_chart_1,471,,tag_lu_260
lu_2011_tax_IP-PA-12,Investment Services 12% - Country,IP-PA-12,purchase,percent,12,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,472,,"tag_lu_483,tag_lu_261"
lu_2015_tax_IP-PA-14,Investment Services 14% - Country,IP-PA-14,purchase,percent,14,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,473,,"tag_lu_484,tag_lu_262"
lu_2011_tax_IP-PA-15,Investment Services 15% - Country,IP-PA-15,purchase,percent,15,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,474,,"tag_lu_485,tag_lu_263"
lu_2015_tax_IP-PA-17,Investment Services 17% - Country,IP-PA-17,purchase,percent,17,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,475,,"tag_lu_486,tag_lu_264"
lu_2011_tax_IP-PA-3,Investment Services 3% - Country,IP-PA-3,purchase,percent,3,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,476,,"tag_lu_265,tag_lu_487"
lu_2011_tax_IP-PA-6,Investment Services 6% - Country,IP-PA-6,purchase,percent,6,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,477,,"tag_lu_488,tag_lu_266"
lu_2015_tax_IP-PA-8,Investment Services 8% - Country,IP-PA-8,purchase,percent,8,lu_2011_account_4216111,lu_2011_account_4216111,lu_2011_chart_1,478,,"tag_lu_489,tag_lu_267"
lu_2015_tax_V-ART-43_60b,Sales - Other Exemptions (Article 43 and 60 bis),V-ART-43_60b,sale,percent,0,,,lu_2011_chart_1,479,,tag_lu_174
lu_2015_tax_V-ART-44_56q,Sales - Other Exemptions (Article 44 and 56 quarter),V-ART-44_56q,sale,percent,0,,,lu_2011_chart_1,480,,tag_lu_176
lu_2011_tax_VB-EC-0,Sales Goods - Extra-Community,VB-EC-0,sale,percent,0,,,lu_2011_chart_1,481,,tag_lu_172
lu_2011_tax_VB-EC-Tab,Sales Goods Tabacs - Extra-Community,VB-EC-Tab,sale,percent,0,,,lu_2011_chart_1,482,,tag_lu_178
lu_2011_tax_VB-IC-0,Sales Goods - Intra-Community,VB-IC-0,sale,percent,0,,,lu_2011_chart_1,483,,tag_lu_192
lu_2011_tax_VB-IC-Tab,Sales Goods Tobacco - Intra-Community,VB-IC-Tab,sale,percent,0,,,lu_2011_chart_1,484,,tag_lu_179
lu_2011_tax_VB-PA-0,Sales Goods 0% - Country,VB-PA-0,sale,percent,0,,,lu_2011_chart_1,485,,tag_lu_208
lu_2011_tax_VB-PA-12,Sales Goods 12% - Country,VB-PA-12,sale,percent,12,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,486,,"tag_lu_283,tag_lu_205"
lu_2015_tax_VB-PA-14,Sales Goods 14% - Country,VB-PA-14,sale,percent,14,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,487,,"tag_lu_290,tag_lu_214"
lu_2011_tax_VB-PA-15,Sales Goods 15% - Country,VB-PA-15,sale,percent,15,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,488,,"tag_lu_274,tag_lu_196"
lu_2015_tax_VB-PA-17,Sales Goods 17% - Country,VB-PA-17,sale,percent,17,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,489,,"tag_lu_287,tag_lu_211"
lu_2011_tax_VB-PA-3,Sales Goods 3% - Country,VB-PA-3,sale,percent,3,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,490,,"tag_lu_202,tag_lu_280"
lu_2011_tax_VB-PA-6,Sales Goods 6% - Country,VB-PA-6,sale,percent,6,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,491,,"tag_lu_277,tag_lu_199"
lu_2015_tax_VB-PA-8,Sales Goods 8% - Country,VB-PA-8,sale,percent,8,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,492,,"tag_lu_293,tag_lu_217"
lu_2011_tax_VB-PA-Tab,Sales Goods Tabacs - Country,VB-PA-Tab,sale,percent,0,,,lu_2011_chart_1,493,,tag_lu_180
lu_2015_tax_VB-TR-0,Sales Goods – Triangular Intra-Community,VB-TR-0,sale,percent,0,,,lu_2011_chart_1,494,,tag_lu_182
lu_2011_tax_VP-EC-0,Sales Services - Extra-Community,VP-EC-0,sale,percent,0,,,lu_2011_chart_1,495,,tag_lu_184
lu_2011_tax_VP-IC-0,Sales Services - Intra-Community,VP-IC-0,sale,percent,0,,,lu_2011_chart_1,496,,tag_lu_188
lu_2011_tax_VP-IC-EX,Sales Services - Intra-Community exempted in member state,VP-IC-EX,sale,percent,0,,,lu_2011_chart_1,497,,tag_lu_190
lu_2011_tax_VP-PA-0,Sales Services 0% - Country,VP-PA-0,sale,percent,0,,,lu_2011_chart_1,498,,tag_lu_209
lu_2011_tax_VP-PA-12,Sales Services 12% - Country,VP-PA-12,sale,percent,12,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,499,,"tag_lu_284,tag_lu_206"
lu_2015_tax_VP-PA-14,Sales Services 14% - Country,VP-PA-14,sale,percent,14,lu_2011_account_4614111,lu_2011_account_4614111,lu_2011_chart_1,500,,"tag_lu_291,tag_lu_215"
