id,name,description,type_tax_use,type,amount,child_depend,parent_id:id,account_collected_id:id,account_paid_id:id,base_sign,tax_sign,base_code_id:id,tax_code_id:id,ref_base_sign,ref_tax_sign,ref_base_code_id:id,ref_tax_code_id:id,chart_template_id:id,sequence
lu_2015_tax_FB-ECP-6,Frais Biens 6% - Extracommunautaire fin privées,FB-ECP-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,265
lu_2015_tax_FB-ECP-6-n,Frais Biens 6% - Extracommunautaire fin privées (-),FB-ECP-6-n,purchase,percent,-0.06,0,lu_2015_tax_FB-ECP-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-6-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-6-n,lu_2011_chart_1,1266
lu_2015_tax_FB-ECP-6-p,Frais Biens 6% - Extracommunautaire fin privées (+),FB-ECP-6-p,purchase,percent,0.06,0,lu_2015_tax_FB-ECP-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-6,lu_tax_code_template_t_FB-ECP-6,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-6,lu_tax_code_template_t_FB-ECP-6,lu_2011_chart_1,1267
lu_2015_tax_FB-ECP-8,Frais Biens 8% - Extracommunautaire fin privées,FB-ECP-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,268
lu_2015_tax_FB-ECP-8-n,Frais Biens 8% - Extracommunautaire fin privées (-),FB-ECP-8-n,purchase,percent,-0.08,0,lu_2015_tax_FB-ECP-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-8-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-8-n,lu_2011_chart_1,1269
lu_2015_tax_FB-ECP-8-p,Frais Biens 8% - Extracommunautaire fin privées (+),FB-ECP-8-p,purchase,percent,0.08,0,lu_2015_tax_FB-ECP-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-8,lu_tax_code_template_t_FB-ECP-8,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-8,lu_tax_code_template_t_FB-ECP-8,lu_2011_chart_1,1270
lu_2011_tax_FB-IC-0,Frais Biens Exonéré - Intracommunautaire,FB-IC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FB-IC-0,,-1.0,-1.0,lu_tax_code_template_b_FB-IC-0,,lu_2011_chart_1,271
lu_2011_tax_FB-IC-12,Frais Biens 12% - Intracommunautaire,FB-IC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,272
lu_2011_tax_FB-IC-12-n,Frais Biens 12% - Intracommunautaire (-),FB-IC-12-n,purchase,percent,-0.12,0,lu_2011_tax_FB-IC-12,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-12-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-12-n,lu_2011_chart_1,1273
lu_2011_tax_FB-IC-12-p,Frais Biens 12% - Intracommunautaire (+),FB-IC-12-p,purchase,percent,0.12,0,lu_2011_tax_FB-IC-12,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-12,lu_tax_code_template_t_FB-IC-12,-1.0,-1.0,lu_tax_code_template_b_FB-IC-12,lu_tax_code_template_t_FB-IC-12,lu_2011_chart_1,1274
lu_2015_tax_FB-IC-14,Frais Biens 14% - Intracommunautaire,FB-IC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,275
lu_2015_tax_FB-IC-14-n,Frais Biens 14% - Intracommunautaire (-),FB-IC-14-n,purchase,percent,-0.14,0,lu_2015_tax_FB-IC-14,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-14-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-14-n,lu_2011_chart_1,1276
lu_2015_tax_FB-IC-14-p,Frais Biens 14% - Intracommunautaire (+),FB-IC-14-p,purchase,percent,0.14,0,lu_2015_tax_FB-IC-14,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-14,lu_tax_code_template_t_FB-IC-14,-1.0,-1.0,lu_tax_code_template_b_FB-IC-14,lu_tax_code_template_t_FB-IC-14,lu_2011_chart_1,1277
lu_2011_tax_FB-IC-15,Frais Biens 15% - Intracommunautaire,FB-IC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,278
lu_2011_tax_FB-IC-15-n,Frais Biens 15% - Intracommunautaire (-),FB-IC-15-n,purchase,percent,-0.15,0,lu_2011_tax_FB-IC-15,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-15-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-15-n,lu_2011_chart_1,1279
lu_2011_tax_FB-IC-15-p,Frais Biens 15% - Intracommunautaire (+),FB-IC-15-p,purchase,percent,0.15,0,lu_2011_tax_FB-IC-15,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-15,lu_tax_code_template_t_FB-IC-15,-1.0,-1.0,lu_tax_code_template_b_FB-IC-15,lu_tax_code_template_t_FB-IC-15,lu_2011_chart_1,1280
lu_2015_tax_FB-IC-17,Frais Biens 17% - Intracommunautaire,FB-IC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,281
lu_2015_tax_FB-IC-17-n,Frais Biens 17% - Intracommunautaire (-),FB-IC-17-n,purchase,percent,-0.17,0,lu_2015_tax_FB-IC-17,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-17-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-17-n,lu_2011_chart_1,1282
lu_2015_tax_FB-IC-17-p,Frais Biens 17% - Intracommunautaire (+),FB-IC-17-p,purchase,percent,0.17,0,lu_2015_tax_FB-IC-17,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-17,lu_tax_code_template_t_FB-IC-17,-1.0,-1.0,lu_tax_code_template_b_FB-IC-17,lu_tax_code_template_t_FB-IC-17,lu_2011_chart_1,1283
lu_2011_tax_FB-IC-3,Frais Biens 3% - Intracommunautaire,FB-IC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,284
lu_2011_tax_FB-IC-3-n,Frais Biens 3% - Intracommunautaire (-),FB-IC-3-n,purchase,percent,-0.03,0,lu_2011_tax_FB-IC-3,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-3-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-3-n,lu_2011_chart_1,1285
lu_2011_tax_FB-IC-3-p,Frais Biens 3% - Intracommunautaire (+),FB-IC-3-p,purchase,percent,0.03,0,lu_2011_tax_FB-IC-3,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-3,lu_tax_code_template_t_FB-IC-3,-1.0,-1.0,lu_tax_code_template_b_FB-IC-3,lu_tax_code_template_t_FB-IC-3,lu_2011_chart_1,1286
lu_2011_tax_FB-IC-6,Frais Biens 6% - Intracommunautaire,FB-IC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,287
lu_2011_tax_FB-IC-6-n,Frais Biens 6% - Intracommunautaire (-),FB-IC-6-n,purchase,percent,-0.06,0,lu_2011_tax_FB-IC-6,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-6-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-6-n,lu_2011_chart_1,1288
lu_2011_tax_FB-IC-6-p,Frais Biens 6% - Intracommunautaire (+),FB-IC-6-p,purchase,percent,0.06,0,lu_2011_tax_FB-IC-6,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-6,lu_tax_code_template_t_FB-IC-6,-1.0,-1.0,lu_tax_code_template_b_FB-IC-6,lu_tax_code_template_t_FB-IC-6,lu_2011_chart_1,1289
lu_2015_tax_FB-IC-8,Frais Biens 8% - Intracommunautaire,FB-IC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,290
lu_2015_tax_FB-IC-8-n,Frais Biens 8% - Intracommunautaire (-),FB-IC-8-n,purchase,percent,-0.08,0,lu_2015_tax_FB-IC-8,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FB-IC-8-n,1.0,1.0,,lu_tax_code_template_t_FB-IC-8-n,lu_2011_chart_1,1291
lu_2015_tax_FB-IC-8-p,Frais Biens 8% - Intracommunautaire (+),FB-IC-8-p,purchase,percent,0.08,0,lu_2015_tax_FB-IC-8,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FB-IC-8,lu_tax_code_template_t_FB-IC-8,-1.0,-1.0,lu_tax_code_template_b_FB-IC-8,lu_tax_code_template_t_FB-IC-8,lu_2011_chart_1,1292
lu_2011_tax_FB-PA-0,Frais Biens 0% - Pays,FB-PA-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FB-PA-0,,-1.0,-1.0,lu_tax_code_template_b_FB-PA-0,,lu_2011_chart_1,293
lu_2011_tax_FB-PA-12,Frais Biens 12% - Pays,FB-PA-12,purchase,percent,0.12,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-12,lu_tax_code_template_t_FB-PA-12,-1.0,-1.0,lu_tax_code_template_b_FB-PA-12,lu_tax_code_template_t_FB-PA-12,lu_2011_chart_1,294
lu_2015_tax_FB-PA-14,Frais Biens 14% - Pays,FB-PA-14,purchase,percent,0.14,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-14,lu_tax_code_template_t_FB-PA-14,-1.0,-1.0,lu_tax_code_template_b_FB-PA-14,lu_tax_code_template_t_FB-PA-14,lu_2011_chart_1,295
lu_2011_tax_FB-PA-15,Frais Biens 15% - Pays,FB-PA-15,purchase,percent,0.15,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-15,lu_tax_code_template_t_FB-PA-15,-1.0,-1.0,lu_tax_code_template_b_FB-PA-15,lu_tax_code_template_t_FB-PA-15,lu_2011_chart_1,296
lu_2015_tax_FB-PA-17,Frais Biens 17% - Pays,FB-PA-17,purchase,percent,0.17,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-17,lu_tax_code_template_t_FB-PA-17,-1.0,-1.0,lu_tax_code_template_b_FB-PA-17,lu_tax_code_template_t_FB-PA-17,lu_2011_chart_1,297
lu_2011_tax_FB-PA-3,Frais Biens 3% - Pays,FB-PA-3,purchase,percent,0.03,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-3,lu_tax_code_template_t_FB-PA-3,-1.0,-1.0,lu_tax_code_template_b_FB-PA-3,lu_tax_code_template_t_FB-PA-3,lu_2011_chart_1,298
lu_2011_tax_FB-PA-6,Frais Biens 6% - Pays,FB-PA-6,purchase,percent,0.06,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-6,lu_tax_code_template_t_FB-PA-6,-1.0,-1.0,lu_tax_code_template_b_FB-PA-6,lu_tax_code_template_t_FB-PA-6,lu_2011_chart_1,299
lu_2015_tax_FB-PA-8,Frais Biens 8% - Pays,FB-PA-8,purchase,percent,0.08,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FB-PA-8,lu_tax_code_template_t_FB-PA-8,-1.0,-1.0,lu_tax_code_template_b_FB-PA-8,lu_tax_code_template_t_FB-PA-8,lu_2011_chart_1,300
lu_2011_tax_FP-EC-0,Frais Prestations Exonérées - Extracommunautaire,FP-EC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FP-EC-0,,-1.0,-1.0,lu_tax_code_template_b_FP-EC-0,,lu_2011_chart_1,301
lu_2011_tax_FP-EC-12,Frais Prestations 12% - Extracommunautaire,FP-EC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,302
lu_2011_tax_FP-EC-12-n,Frais Prestations 12% - Extracommunautaire (-),FP-EC-12-n,purchase,percent,-0.12,0,lu_2011_tax_FP-EC-12,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-12-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-12-n,lu_2011_chart_1,1303
lu_2011_tax_FP-EC-12-p,Frais Prestations 12% - Extracommunautaire (+),FP-EC-12-p,purchase,percent,0.12,0,lu_2011_tax_FP-EC-12,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-12,lu_tax_code_template_t_FP-EC-12,-1.0,-1.0,lu_tax_code_template_b_FP-EC-12,lu_tax_code_template_t_FP-EC-12,lu_2011_chart_1,1304
lu_2015_tax_FP-EC-14,Frais Prestations 14% - Extracommunautaire,FP-EC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,305
lu_2015_tax_FP-EC-14-n,Frais Prestations 14% - Extracommunautaire (-),FP-EC-14-n,purchase,percent,-0.14,0,lu_2015_tax_FP-EC-14,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-14-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-14-n,lu_2011_chart_1,1306
lu_2015_tax_FP-EC-14-p,Frais Prestations 14% - Extracommunautaire (+),FP-EC-14-p,purchase,percent,0.14,0,lu_2015_tax_FP-EC-14,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-14,lu_tax_code_template_t_FP-EC-14,-1.0,-1.0,lu_tax_code_template_b_FP-EC-14,lu_tax_code_template_t_FP-EC-14,lu_2011_chart_1,1307
lu_2011_tax_FP-EC-15,Frais Prestations 15% - Extracommunautaire,FP-EC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,308
lu_2011_tax_FP-EC-15-n,Frais Prestations 15% - Extracommunautaire (-),FP-EC-15-n,purchase,percent,-0.15,0,lu_2011_tax_FP-EC-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-15-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-15-n,lu_2011_chart_1,1309
lu_2011_tax_FP-EC-15-p,Frais Prestations 15% - Extracommunautaire (+),FP-EC-15-p,purchase,percent,0.15,0,lu_2011_tax_FP-EC-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-15,lu_tax_code_template_t_FP-EC-15,-1.0,-1.0,lu_tax_code_template_b_FP-EC-15,lu_tax_code_template_t_FP-EC-15,lu_2011_chart_1,1310
lu_2015_tax_FP-EC-17,Frais Prestations 17% - Extracommunautaire,FP-EC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,311
lu_2015_tax_FP-EC-17-n,Frais Prestations 17% - Extracommunautaire (-),FP-EC-17-n,purchase,percent,-0.17,0,lu_2015_tax_FP-EC-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-17-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-17-n,lu_2011_chart_1,1312
lu_2015_tax_FP-EC-17-p,Frais Prestations 17% - Extracommunautaire (+),FP-EC-17-p,purchase,percent,0.17,0,lu_2015_tax_FP-EC-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-17,lu_tax_code_template_t_FP-EC-17,-1.0,-1.0,lu_tax_code_template_b_FP-EC-17,lu_tax_code_template_t_FP-EC-17,lu_2011_chart_1,1313
lu_2011_tax_FP-EC-3,Frais Prestations 3% - Extracommunautaire,FP-EC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,314
lu_2011_tax_FP-EC-3-n,Frais Prestations 3% - Extracommunautaire (-),FP-EC-3-n,purchase,percent,-0.03,0,lu_2011_tax_FP-EC-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-3-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-3-n,lu_2011_chart_1,1315
lu_2011_tax_FP-EC-3-p,Frais Prestations 3% - Extracommunautaire (+),FP-EC-3-p,purchase,percent,0.03,0,lu_2011_tax_FP-EC-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-3,lu_tax_code_template_t_FP-EC-3,-1.0,-1.0,lu_tax_code_template_b_FP-EC-3,lu_tax_code_template_t_FP-EC-3,lu_2011_chart_1,1316
lu_2011_tax_FP-EC-6,Frais Prestations 6% - Extracommunautaire,FP-EC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,317
lu_2011_tax_FP-EC-6-n,Frais Prestations 6% - Extracommunautaire (-),FP-EC-6-n,purchase,percent,-0.06,0,lu_2011_tax_FP-EC-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-6-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-6-n,lu_2011_chart_1,1318
lu_2011_tax_FP-EC-6-p,Frais Prestations 6% - Extracommunautaire (+),FP-EC-6-p,purchase,percent,0.06,0,lu_2011_tax_FP-EC-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-6,lu_tax_code_template_t_FP-EC-6,-1.0,-1.0,lu_tax_code_template_b_FP-EC-6,lu_tax_code_template_t_FP-EC-6,lu_2011_chart_1,1319
lu_2015_tax_FP-EC-8,Frais Prestations 8% - Extracommunautaire,FP-EC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,320
lu_2015_tax_FP-EC-8-n,Frais Prestations 8% - Extracommunautaire (-),FP-EC-8-n,purchase,percent,-0.08,0,lu_2015_tax_FP-EC-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FP-EC-8-n,1.0,1.0,,lu_tax_code_template_t_FP-EC-8-n,lu_2011_chart_1,1321
lu_2015_tax_FP-EC-8-p,Frais Prestations 8% - Extracommunautaire (+),FP-EC-8-p,purchase,percent,0.08,0,lu_2015_tax_FP-EC-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FP-EC-8,lu_tax_code_template_t_FP-EC-8,-1.0,-1.0,lu_tax_code_template_b_FP-EC-8,lu_tax_code_template_t_FP-EC-8,lu_2011_chart_1,1322
lu_2011_tax_FP-IC-0,Frais Prestations Exonérées - Intracommunautaire,FP-IC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FP-IC-0,,-1.0,-1.0,lu_tax_code_template_b_FP-IC-0,,lu_2011_chart_1,323
lu_2011_tax_FP-IC-12,Frais Prestations 12% - Intracommunautaire,FP-IC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,324
lu_2011_tax_FP-IC-12-n,Frais Prestations 12% - Intracommunautaire (-),FP-IC-12-n,purchase,percent,-0.12,0,lu_2011_tax_FP-IC-12,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-12-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-12-n,lu_2011_chart_1,1325
lu_2011_tax_FP-IC-12-p,Frais Prestations 12% - Intracommunautaire (+),FP-IC-12-p,purchase,percent,0.12,0,lu_2011_tax_FP-IC-12,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-12,lu_tax_code_template_t_FP-IC-12,-1.0,-1.0,lu_tax_code_template_b_FP-IC-12,lu_tax_code_template_t_FP-IC-12,lu_2011_chart_1,1326
lu_2015_tax_FP-IC-14,Frais Prestations 14% - Intracommunautaire,FP-IC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,327
lu_2015_tax_FP-IC-14-n,Frais Prestations 14% - Intracommunautaire (-),FP-IC-14-n,purchase,percent,-0.14,0,lu_2015_tax_FP-IC-14,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-14-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-14-n,lu_2011_chart_1,1328
lu_2015_tax_FP-IC-14-p,Frais Prestations 14% - Intracommunautaire (+),FP-IC-14-p,purchase,percent,0.14,0,lu_2015_tax_FP-IC-14,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-14,lu_tax_code_template_t_FP-IC-14,-1.0,-1.0,lu_tax_code_template_b_FP-IC-14,lu_tax_code_template_t_FP-IC-14,lu_2011_chart_1,1329
lu_2011_tax_FP-IC-15,Frais Prestations 15% - Intracommunautaire,FP-IC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,330
lu_2011_tax_FP-IC-15-n,Frais Prestations 15% - Intracommunautaire (-),FP-IC-15-n,purchase,percent,-0.15,0,lu_2011_tax_FP-IC-15,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-15-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-15-n,lu_2011_chart_1,1331
lu_2011_tax_FP-IC-15-p,Frais Prestations 15% - Intracommunautaire (+),FP-IC-15-p,purchase,percent,0.15,0,lu_2011_tax_FP-IC-15,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-15,lu_tax_code_template_t_FP-IC-15,-1.0,-1.0,lu_tax_code_template_b_FP-IC-15,lu_tax_code_template_t_FP-IC-15,lu_2011_chart_1,1332
lu_2015_tax_FP-IC-17,Frais Prestations 17% - Intracommunautaire,FP-IC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,333
lu_2015_tax_FP-IC-17-n,Frais Prestations 17% - Intracommunautaire (-),FP-IC-17-n,purchase,percent,-0.17,0,lu_2015_tax_FP-IC-17,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-17-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-17-n,lu_2011_chart_1,1334
lu_2015_tax_FP-IC-17-p,Frais Prestations 17% - Intracommunautaire (+),FP-IC-17-p,purchase,percent,0.17,0,lu_2015_tax_FP-IC-17,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-17,lu_tax_code_template_t_FP-IC-17,-1.0,-1.0,lu_tax_code_template_b_FP-IC-17,lu_tax_code_template_t_FP-IC-17,lu_2011_chart_1,1335
lu_2011_tax_FP-IC-3,Frais Prestations 3% - Intracommunautaire,FP-IC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,336
lu_2011_tax_FP-IC-3-n,Frais Prestations 3% - Intracommunautaire (-),FP-IC-3-n,purchase,percent,-0.03,0,lu_2011_tax_FP-IC-3,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-3-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-3-n,lu_2011_chart_1,1337
lu_2011_tax_FP-IC-3-p,Frais Prestations 3% - Intracommunautaire (+),FP-IC-3-p,purchase,percent,0.03,0,lu_2011_tax_FP-IC-3,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-3,lu_tax_code_template_t_FP-IC-3,-1.0,-1.0,lu_tax_code_template_b_FP-IC-3,lu_tax_code_template_t_FP-IC-3,lu_2011_chart_1,1338
lu_2011_tax_FP-IC-6,Frais Prestations 6% - Intracommunautaire,FP-IC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,339
lu_2011_tax_FP-IC-6-n,Frais Prestations 6% - Intracommunautaire (-),FP-IC-6-n,purchase,percent,-0.06,0,lu_2011_tax_FP-IC-6,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-6-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-6-n,lu_2011_chart_1,1340
lu_2011_tax_FP-IC-6-p,Frais Prestations 6% - Intracommunautaire (+),FP-IC-6-p,purchase,percent,0.06,0,lu_2011_tax_FP-IC-6,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-6,lu_tax_code_template_t_FP-IC-6,-1.0,-1.0,lu_tax_code_template_b_FP-IC-6,lu_tax_code_template_t_FP-IC-6,lu_2011_chart_1,1341
lu_2015_tax_FP-IC-8,Frais Prestations 8% - Intracommunautaire,FP-IC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,342
lu_2015_tax_FP-IC-8-n,Frais Prestations 8% - Intracommunautaire (-),FP-IC-8-n,purchase,percent,-0.08,0,lu_2015_tax_FP-IC-8,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_FP-IC-8-n,1.0,1.0,,lu_tax_code_template_t_FP-IC-8-n,lu_2011_chart_1,1343
lu_2015_tax_FP-IC-8-p,Frais Prestations 8% - Intracommunautaire (+),FP-IC-8-p,purchase,percent,0.08,0,lu_2015_tax_FP-IC-8,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_FP-IC-8,lu_tax_code_template_t_FP-IC-8,-1.0,-1.0,lu_tax_code_template_b_FP-IC-8,lu_tax_code_template_t_FP-IC-8,lu_2011_chart_1,1344
lu_2011_tax_FP-PA-0,Frais Prestations 0% - Pays,FP-PA-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FP-PA-0,,-1.0,-1.0,lu_tax_code_template_b_FP-PA-0,,lu_2011_chart_1,345
lu_2011_tax_FP-PA-12,Frais Prestations 12% - Pays,FP-PA-12,purchase,percent,0.12,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-12,lu_tax_code_template_t_FP-PA-12,-1.0,-1.0,lu_tax_code_template_b_FP-PA-12,lu_tax_code_template_t_FP-PA-12,lu_2011_chart_1,346
lu_2015_tax_FP-PA-14,Frais Prestations 14% - Pays,FP-PA-14,purchase,percent,0.14,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_FP-PA-14,lu_tax_code_template_t_FP-PA-14,-1.0,-1.0,lu_tax_code_template_b_FP-PA-14,lu_tax_code_template_t_FP-PA-14,lu_2011_chart_1,347
